dim_Customer_Key,Customer ID,Customer,Valid From,Valid To,Country Code,Country,Market Code,Market,Source System,NARC ID,NARC Name,Parent NARC ID,Parent NARC Name,AHN Number,HIN Number,Touchpoint ID,Customer Level ID,Customer Level,Customer Type ID,Customer Type,CRM Account Type,Level 1 ID,Level 1,Level 1 Valid From,Level 1 Valid To,Level 2 ID,Level 2,Level 2 Valid From,Level 2 Valid To,Level 3 ID,Level 3,Level 3 Valid From,Level 3 Valid To,House Number and Street,City,State/Province Code,State/Province,Postal Code,Telephone Number,Latitude,Longitude,NARC Address Line2,NARC County,NARC Email,NARC Receive Mail Flag,NARC EMail OptIn Flag,NARC Fax,NARC Latitude,NARC Longitude,Customer Class ID,Customer Class,Customer Group ID,Customer Group,Customer Subgroup ID,Customer Subgroup,Legacy Business Class ID,Legacy Business Class,NARC Business Class2 ID,NARC Business Class2,Legacy Subclass ID,Legacy Subclass,Legacy Secondary Subclass ID,Legacy Secondary SubClass,Central Order Block ID,Central Order Block,Customer Status,Headquarters Flag,Representative Account Status,LE Contract Flag,LE Tier,MZR Flag,MZR Current Tier,MZR Current Tier Name,Small Animal Segment Name,Paras Tier,Bios Tier,Livestock Distributor Flag,Equine Distributor Flag,Small Animal Distributor Flag,CRM Account ID,CRM Account Name,CRM Parent ID,CRM Parent Name,Account Status,Account Fax,Account Email,Account OptOut Email,Account OptOut Fax,Account OptOut Mail,Account OptOut Phone,Account Long Name,Client,Loyalty Flag,Brick Code,Librela Seed Program Participant,Solensia Seed Program Participant,Engage,Remind,Review,Engage Start Date,Remind Start Date,Review Start Date,Street Name,Street Code,Source Customer Attribute 1,Source Customer Attribute 2,Source Customer Attribute 3,Corporate Flag,Buying Group ID,Buying Group Name,Customer Creation Date,Customer Identity,Corporate Start Date,Current Row,Row Effective From,Row Effective To,Insert_Date,Update_Date,Job_Run_Key
2643893,A-0000859019,Yisheng Livestock & Poultry Breeding Co.,1900-01-02,9999-12-31,CN,China,GBD,Global BioDevices,Touchpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A-0000859019,TOUCHPOINT_CUST,TOUCHPOINT_CUST,Unknown,Farm,Farm,Unknown,Unknown,1900-01-02,9999-12-31,Unknown,Unknown,1900-01-02,9999-12-31,Unknown,Unknown,1900-01-02,9999-12-31,No. 1 Yisheng Rd. Shandong Province,Yantai City,Unknown,Unknown,Dummy,Unknown,37.40855,121.36133,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,999.999999,999.999999,Unknown,Poultry,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Active,Unknown,Unknown,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,0012A00002AgenSQAR,Yisheng Livestock & Poultry Breeding Co.,0012A00002AgenSQAR,Unknown,Active,Unknown,Unknown,False,False,False,False,Unknown,Unknown,0,Unknown,0,0,0,0,0,1900-01-02 00:00:00.0000000,1900-01-02 00:00:00.0000000,1900-01-02 00:00:00.0000000,China_NA,Unknown,PARENT_ACC_102,1,Unknown,False,Unknown,Unknown,1900-01-02,Unknown,1900-01-02,Y,2023-07-06 18:09:40.3390000,9999-12-31 00:00:00.0000000,2023-05-06 09:51:07.0000000,2023-07-06 13:55:01.0000000,577248007586596
